BIOGUIDE_ID,CATEGORY,AMOUNT,full_name,state,district,party,geoid
S001206,TRAVEL,14504.67,Donna E. Shalala,FL,27,Democrat,1227
C001103,EQUIPMENT,15822.09,"Earl L. ""Buddy"" Carter",GA,1,Republican,1301
C001103,FRANKED MAIL,56776.16,"Earl L. ""Buddy"" Carter",GA,1,Republican,1301
C001103,OTHER SERVICES,41491.18,"Earl L. ""Buddy"" Carter",GA,1,Republican,1301
C001103,PERSONNEL COMPENSATION,983087.44,"Earl L. ""Buddy"" Carter",GA,1,Republican,1301
C001103,PRINTING AND REPRODUCTION,62813.15,"Earl L. ""Buddy"" Carter",GA,1,Republican,1301
C001103,RENT  COMMUNICATION  UTILITIES,122948.02,"Earl L. ""Buddy"" Carter",GA,1,Republican,1301
C001103,SUPPLIES AND MATERIALS,54111.36,"Earl L. ""Buddy"" Carter",GA,1,Republican,1301
C001103,TRAVEL,52472.21,"Earl L. ""Buddy"" Carter",GA,1,Republican,1301
B000490,EQUIPMENT,13117.99,"Sanford D. Bishop, Jr.",GA,2,Democrat,1302
B000490,FRANKED MAIL,1449.13,"Sanford D. Bishop, Jr.",GA,2,Democrat,1302
B000490,OTHER SERVICES,38324,"Sanford D. Bishop, Jr.",GA,2,Democrat,1302
B000490,PERSONNEL COMPENSATION,969412.69,"Sanford D. Bishop, Jr.",GA,2,Democrat,1302
B000490,PRINTING AND REPRODUCTION,5387.85,"Sanford D. Bishop, Jr.",GA,2,Democrat,1302
B000490,RENT  COMMUNICATION  UTILITIES,143165.31,"Sanford D. Bishop, Jr.",GA,2,Democrat,1302
B000490,SUPPLIES AND MATERIALS,30755.3,"Sanford D. Bishop, Jr.",GA,2,Democrat,1302
B000490,TRAVEL,28238.34,"Sanford D. Bishop, Jr.",GA,2,Democrat,1302
F000465,EQUIPMENT,10448.89,A. Drew Ferguson IV,GA,3,Republican,1303
F000465,FRANKED MAIL,14034.98,A. Drew Ferguson IV,GA,3,Republican,1303
F000465,OTHER SERVICES,67550,A. Drew Ferguson IV,GA,3,Republican,1303
F000465,PERSONNEL COMPENSATION,1003436.92,A. Drew Ferguson IV,GA,3,Republican,1303
F000465,PRINTING AND REPRODUCTION,11947.41,A. Drew Ferguson IV,GA,3,Republican,1303
F000465,RENT  COMMUNICATION  UTILITIES,77768.17,A. Drew Ferguson IV,GA,3,Republican,1303
F000465,SUPPLIES AND MATERIALS,30270.49,A. Drew Ferguson IV,GA,3,Republican,1303
F000465,TRAVEL,22875.39,A. Drew Ferguson IV,GA,3,Republican,1303
J000288,EQUIPMENT,35624.95,"Henry C. ""Hank"" Johnson, Jr.",GA,4,Democrat,1304
J000288,FRANKED MAIL,1126.57,"Henry C. ""Hank"" Johnson, Jr.",GA,4,Democrat,1304
J000288,OTHER SERVICES,53479.61,"Henry C. ""Hank"" Johnson, Jr.",GA,4,Democrat,1304
J000288,PERSONNEL COMPENSATION,1062066.65,"Henry C. ""Hank"" Johnson, Jr.",GA,4,Democrat,1304
J000288,PRINTING AND REPRODUCTION,39791.05,"Henry C. ""Hank"" Johnson, Jr.",GA,4,Democrat,1304
J000288,RENT  COMMUNICATION  UTILITIES,129113.37,"Henry C. ""Hank"" Johnson, Jr.",GA,4,Democrat,1304
J000288,SUPPLIES AND MATERIALS,25380.93,"Henry C. ""Hank"" Johnson, Jr.",GA,4,Democrat,1304
J000288,TRAVEL,17732.33,"Henry C. ""Hank"" Johnson, Jr.",GA,4,Democrat,1304
H001092,EQUIPMENT,467,Kwanza Hall,GA,5,Democrat,1305
H001092,FRANKED MAIL,77.2,Kwanza Hall,GA,5,Democrat,1305
H001092,OTHER SERVICES,1055.97,Kwanza Hall,GA,5,Democrat,1305
H001092,PERSONNEL COMPENSATION,63873.87,Kwanza Hall,GA,5,Democrat,1305
H001092,PRINTING AND REPRODUCTION,1680,Kwanza Hall,GA,5,Democrat,1305
H001092,RENT  COMMUNICATION  UTILITIES,50,Kwanza Hall,GA,5,Democrat,1305
H001092,SUPPLIES AND MATERIALS,11480.6,Kwanza Hall,GA,5,Democrat,1305
L000287,EQUIPMENT,8551.28,John Lewis,GA,5,Democrat,1305
L000287,FRANKED MAIL,73.6,John Lewis,GA,5,Democrat,1305
L000287,OTHER SERVICES,35358.43,John Lewis,GA,5,Democrat,1305
L000287,PERSONNEL COMPENSATION,1003516.83,John Lewis,GA,5,Democrat,1305
L000287,PRINTING AND REPRODUCTION,2070.09,John Lewis,GA,5,Democrat,1305
L000287,RENT  COMMUNICATION  UTILITIES,143497.08,John Lewis,GA,5,Democrat,1305
L000287,SUPPLIES AND MATERIALS,20311.74,John Lewis,GA,5,Democrat,1305
L000287,TRAVEL,22923.23,John Lewis,GA,5,Democrat,1305
M001208,EQUIPMENT,12273.56,Lucy McBath,GA,6,Democrat,1306
M001208,FRANKED MAIL,59164.43,Lucy McBath,GA,6,Democrat,1306
M001208,OTHER SERVICES,48059.96,Lucy McBath,GA,6,Democrat,1306
M001208,PERSONNEL COMPENSATION,1008849.34,Lucy McBath,GA,6,Democrat,1306
M001208,PRINTING AND REPRODUCTION,127808.9,Lucy McBath,GA,6,Democrat,1306
M001208,RENT  COMMUNICATION  UTILITIES,123378.76,Lucy McBath,GA,6,Democrat,1306
M001208,SUPPLIES AND MATERIALS,34086.38,Lucy McBath,GA,6,Democrat,1306
M001208,TRAVEL,12729.34,Lucy McBath,GA,6,Democrat,1306
W000810,EQUIPMENT,5888.21,Rob Woodall,GA,7,Republican,1307
W000810,FRANKED MAIL,416.64,Rob Woodall,GA,7,Republican,1307
W000810,OTHER SERVICES,46527,Rob Woodall,GA,7,Republican,1307
W000810,PERSONNEL COMPENSATION,926052.82,Rob Woodall,GA,7,Republican,1307
W000810,PRINTING AND REPRODUCTION,213.65,Rob Woodall,GA,7,Republican,1307
W000810,RENT  COMMUNICATION  UTILITIES,50822.53,Rob Woodall,GA,7,Republican,1307
W000810,SUPPLIES AND MATERIALS,7433.91,Rob Woodall,GA,7,Republican,1307
W000810,TRAVEL,6600.48,Rob Woodall,GA,7,Republican,1307
S001189,EQUIPMENT,9591.41,Austin Scott,GA,8,Republican,1308
S001189,FRANKED MAIL,13107.03,Austin Scott,GA,8,Republican,1308
S001189,OTHER SERVICES,45559.98,Austin Scott,GA,8,Republican,1308
S001189,PERSONNEL COMPENSATION,972826.07,Austin Scott,GA,8,Republican,1308
S001189,PRINTING AND REPRODUCTION,17448.09,Austin Scott,GA,8,Republican,1308
S001189,RENT  COMMUNICATION  UTILITIES,75621.63,Austin Scott,GA,8,Republican,1308
S001189,SUPPLIES AND MATERIALS,24934.71,Austin Scott,GA,8,Republican,1308
S001189,TRAVEL,24810.49,Austin Scott,GA,8,Republican,1308
C001093,EQUIPMENT,4664.83,Doug Collins,GA,9,Republican,1309
C001093,FRANKED MAIL,91573.56,Doug Collins,GA,9,Republican,1309
C001093,OTHER SERVICES,25240,Doug Collins,GA,9,Republican,1309
C001093,PERSONNEL COMPENSATION,1038393,Doug Collins,GA,9,Republican,1309
C001093,PRINTING AND REPRODUCTION,109615.2,Doug Collins,GA,9,Republican,1309
C001093,RENT  COMMUNICATION  UTILITIES,82626.3,Doug Collins,GA,9,Republican,1309
C001093,SUPPLIES AND MATERIALS,8895.41,Doug Collins,GA,9,Republican,1309
C001093,TRAVEL,25081.56,Doug Collins,GA,9,Republican,1309
H001071,EQUIPMENT,13679.57,Jody B. Hice,GA,10,Republican,1310
H001071,FRANKED MAIL,2150.66,Jody B. Hice,GA,10,Republican,1310
H001071,OTHER SERVICES,47325.8,Jody B. Hice,GA,10,Republican,1310
H001071,PERSONNEL COMPENSATION,972656.79,Jody B. Hice,GA,10,Republican,1310
H001071,PRINTING AND REPRODUCTION,16136.52,Jody B. Hice,GA,10,Republican,1310
H001071,RENT  COMMUNICATION  UTILITIES,54466.49,Jody B. Hice,GA,10,Republican,1310
H001071,SUPPLIES AND MATERIALS,38410.77,Jody B. Hice,GA,10,Republican,1310
H001071,TRAVEL,19900.26,Jody B. Hice,GA,10,Republican,1310
L000583,EQUIPMENT,17504.29,Barry Loudermilk,GA,11,Republican,1311
L000583,FRANKED MAIL,53035.59,Barry Loudermilk,GA,11,Republican,1311
L000583,OTHER SERVICES,56445.59,Barry Loudermilk,GA,11,Republican,1311
L000583,PERSONNEL COMPENSATION,986973.74,Barry Loudermilk,GA,11,Republican,1311
L000583,PRINTING AND REPRODUCTION,51321.75,Barry Loudermilk,GA,11,Republican,1311
L000583,RENT  COMMUNICATION  UTILITIES,108785.23,Barry Loudermilk,GA,11,Republican,1311
L000583,SUPPLIES AND MATERIALS,32350.54,Barry Loudermilk,GA,11,Republican,1311
L000583,TRAVEL,32019.62,Barry Loudermilk,GA,11,Republican,1311
A000372,EQUIPMENT,16702.72,Rick W. Allen,GA,12,Republican,1312
A000372,FRANKED MAIL,72163.46,Rick W. Allen,GA,12,Republican,1312
A000372,OTHER SERVICES,43170,Rick W. Allen,GA,12,Republican,1312
A000372,PERSONNEL COMPENSATION,1062922.05,Rick W. Allen,GA,12,Republican,1312
A000372,PRINTING AND REPRODUCTION,83759.13,Rick W. Allen,GA,12,Republican,1312
A000372,RENT  COMMUNICATION  UTILITIES,85593.57,Rick W. Allen,GA,12,Republican,1312
A000372,SUPPLIES AND MATERIALS,17194.75,Rick W. Allen,GA,12,Republican,1312
A000372,TRANSPORTATION OF THINGS,8.95,Rick W. Allen,GA,12,Republican,1312
A000372,TRAVEL,16111.3,Rick W. Allen,GA,12,Republican,1312
S001157,EQUIPMENT,28523.78,David Scott,GA,13,Democrat,1313
S001157,FRANKED MAIL,13284.45,David Scott,GA,13,Democrat,1313
S001157,OTHER SERVICES,56069.37,David Scott,GA,13,Democrat,1313
S001157,PERSONNEL COMPENSATION,941200.1,David Scott,GA,13,Democrat,1313
S001157,PRINTING AND REPRODUCTION,20564.28,David Scott,GA,13,Democrat,1313
S001157,RENT  COMMUNICATION  UTILITIES,142033.39,David Scott,GA,13,Democrat,1313
S001157,SUPPLIES AND MATERIALS,45820.55,David Scott,GA,13,Democrat,1313
S001157,TRAVEL,17927.57,David Scott,GA,13,Democrat,1313
G000560,EQUIPMENT,7391.65,Tom Graves,GA,14,Republican,1314
G000560,FRANKED MAIL,2230.98,Tom Graves,GA,14,Republican,1314
G000560,OTHER SERVICES,53487.33,Tom Graves,GA,14,Republican,1314
G000560,PERSONNEL COMPENSATION,1222092.16,Tom Graves,GA,14,Republican,1314
G000560,PRINTING AND REPRODUCTION,516.83,Tom Graves,GA,14,Republican,1314
G000560,RENT  COMMUNICATION  UTILITIES,81200.74,Tom Graves,GA,14,Republican,1314
G000560,SUPPLIES AND MATERIALS,7707.92,Tom Graves,GA,14,Republican,1314
G000560,TRAVEL,13938.62,Tom Graves,GA,14,Republican,1314
C001055,EQUIPMENT,10733.83,Ed Case,HI,1,Democrat,1501
C001055,FRANKED MAIL,106757.65,Ed Case,HI,1,Democrat,1501
C001055,OTHER SERVICES,29862.97,Ed Case,HI,1,Democrat,1501
C001055,PERSONNEL COMPENSATION,978080.1,Ed Case,HI,1,Democrat,1501
C001055,PRINTING AND REPRODUCTION,110217.94,Ed Case,HI,1,Democrat,1501
C001055,RENT  COMMUNICATION  UTILITIES,124845.73,Ed Case,HI,1,Democrat,1501
C001055,SUPPLIES AND MATERIALS,35079.81,Ed Case,HI,1,Democrat,1501
C001055,TRAVEL,31316.77,Ed Case,HI,1,Democrat,1501
G000571,EQUIPMENT,31215.49,Tulsi Gabbard,HI,2,Democrat,1502
G000571,FRANKED MAIL,9702.44,Tulsi Gabbard,HI,2,Democrat,1502
G000571,OTHER SERVICES,58226.74,Tulsi Gabbard,HI,2,Democrat,1502
G000571,PERSONNEL COMPENSATION,1023063.99,Tulsi Gabbard,HI,2,Democrat,1502
G000571,PRINTING AND REPRODUCTION,2049.44,Tulsi Gabbard,HI,2,Democrat,1502
G000571,RENT  COMMUNICATION  UTILITIES,204447.28,Tulsi Gabbard,HI,2,Democrat,1502
G000571,SUPPLIES AND MATERIALS,7007.49,Tulsi Gabbard,HI,2,Democrat,1502
G000571,TRAVEL,16365.23,Tulsi Gabbard,HI,2,Democrat,1502
F000469,EQUIPMENT,11198.17,Russ Fulcher,ID,1,Republican,1601
F000469,FRANKED MAIL,2462.98,Russ Fulcher,ID,1,Republican,1601
F000469,OTHER SERVICES,49887.15,Russ Fulcher,ID,1,Republican,1601
F000469,PERSONNEL COMPENSATION,1106446.63,Russ Fulcher,ID,1,Republican,1601
F000469,PRINTING AND REPRODUCTION,41395.58,Russ Fulcher,ID,1,Republican,1601
F000469,RENT  COMMUNICATION  UTILITIES,100598.09,Russ Fulcher,ID,1,Republican,1601
F000469,SUPPLIES AND MATERIALS,10751.51,Russ Fulcher,ID,1,Republican,1601
F000469,TRAVEL,60886.29,Russ Fulcher,ID,1,Republican,1601
S001148,EQUIPMENT,5877.96,Michael K. Simpson,ID,2,Republican,1602
S001148,FRANKED MAIL,21340.2,Michael K. Simpson,ID,2,Republican,1602
S001148,OTHER SERVICES,27902.99,Michael K. Simpson,ID,2,Republican,1602
S001148,PERSONNEL COMPENSATION,1163229.16,Michael K. Simpson,ID,2,Republican,1602
S001148,PRINTING AND REPRODUCTION,14929.86,Michael K. Simpson,ID,2,Republican,1602
S001148,RENT  COMMUNICATION  UTILITIES,130136.28,Michael K. Simpson,ID,2,Republican,1602
S001148,SUPPLIES AND MATERIALS,20135.73,Michael K. Simpson,ID,2,Republican,1602
S001148,TRAVEL,48596.93,Michael K. Simpson,ID,2,Republican,1602
R000515,EQUIPMENT,18089.28,Bobby L. Rush,IL,1,Democrat,1701
R000515,FRANKED MAIL,114.75,Bobby L. Rush,IL,1,Democrat,1701
R000515,OTHER SERVICES,56133.25,Bobby L. Rush,IL,1,Democrat,1701
R000515,PERSONNEL COMPENSATION,1029566.47,Bobby L. Rush,IL,1,Democrat,1701
R000515,PRINTING AND REPRODUCTION,938.6,Bobby L. Rush,IL,1,Democrat,1701
R000515,RENT  COMMUNICATION  UTILITIES,138475.04,Bobby L. Rush,IL,1,Democrat,1701
R000515,SUPPLIES AND MATERIALS,25103.3,Bobby L. Rush,IL,1,Democrat,1701
R000515,TRAVEL,31064.57,Bobby L. Rush,IL,1,Democrat,1701
K000385,EQUIPMENT,11259.44,Robin L. Kelly,IL,2,Democrat,1702
K000385,FRANKED MAIL,253.89,Robin L. Kelly,IL,2,Democrat,1702
K000385,OTHER SERVICES,23968.17,Robin L. Kelly,IL,2,Democrat,1702
K000385,PERSONNEL COMPENSATION,1184424.96,Robin L. Kelly,IL,2,Democrat,1702
K000385,PRINTING AND REPRODUCTION,1901.27,Robin L. Kelly,IL,2,Democrat,1702
K000385,RENT  COMMUNICATION  UTILITIES,125487.29,Robin L. Kelly,IL,2,Democrat,1702
K000385,SUPPLIES AND MATERIALS,16567.69,Robin L. Kelly,IL,2,Democrat,1702
K000385,TRAVEL,28447.85,Robin L. Kelly,IL,2,Democrat,1702
L000563,EQUIPMENT,6125.3,Daniel Lipinski,IL,3,Democrat,1703
L000563,FRANKED MAIL,17990.67,Daniel Lipinski,IL,3,Democrat,1703
L000563,OTHER SERVICES,29369.22,Daniel Lipinski,IL,3,Democrat,1703
L000563,PERSONNEL COMPENSATION,1096951.59,Daniel Lipinski,IL,3,Democrat,1703
L000563,PRINTING AND REPRODUCTION,16305.76,Daniel Lipinski,IL,3,Democrat,1703
L000563,RENT  COMMUNICATION  UTILITIES,126869.31,Daniel Lipinski,IL,3,Democrat,1703
L000563,SUPPLIES AND MATERIALS,21151.66,Daniel Lipinski,IL,3,Democrat,1703
L000563,TRAVEL,29289.39,Daniel Lipinski,IL,3,Democrat,1703
G000586,EQUIPMENT,71731.36,"Jesús G. ""Chuy"" García",IL,4,Democrat,1704
G000586,FRANKED MAIL,610.17,"Jesús G. ""Chuy"" García",IL,4,Democrat,1704
G000586,OTHER SERVICES,26111.91,"Jesús G. ""Chuy"" García",IL,4,Democrat,1704
G000586,PERSONNEL COMPENSATION,1143152.8,"Jesús G. ""Chuy"" García",IL,4,Democrat,1704
G000586,PRINTING AND REPRODUCTION,493.6,"Jesús G. ""Chuy"" García",IL,4,Democrat,1704
G000586,RENT  COMMUNICATION  UTILITIES,94123.81,"Jesús G. ""Chuy"" García",IL,4,Democrat,1704
G000586,SUPPLIES AND MATERIALS,16876.49,"Jesús G. ""Chuy"" García",IL,4,Democrat,1704
G000586,TRAVEL,16344.83,"Jesús G. ""Chuy"" García",IL,4,Democrat,1704
Q000023,EQUIPMENT,9673.54,Mike Quigley,IL,5,Democrat,1705
Q000023,FRANKED MAIL,47507.89,Mike Quigley,IL,5,Democrat,1705
Q000023,OTHER SERVICES,24234.4,Mike Quigley,IL,5,Democrat,1705
Q000023,PERSONNEL COMPENSATION,1076426.6,Mike Quigley,IL,5,Democrat,1705
Q000023,PRINTING AND REPRODUCTION,90646.37,Mike Quigley,IL,5,Democrat,1705
Q000023,RENT  COMMUNICATION  UTILITIES,76445.38,Mike Quigley,IL,5,Democrat,1705
Q000023,SUPPLIES AND MATERIALS,16656.79,Mike Quigley,IL,5,Democrat,1705
Q000023,TRAVEL,10689,Mike Quigley,IL,5,Democrat,1705
C001117,EQUIPMENT,24158.45,Sean Casten,IL,6,Democrat,1706
C001117,FRANKED MAIL,95120.45,Sean Casten,IL,6,Democrat,1706
C001117,OTHER SERVICES,50214,Sean Casten,IL,6,Democrat,1706
C001117,PERSONNEL COMPENSATION,992480.55,Sean Casten,IL,6,Democrat,1706
C001117,PRINTING AND REPRODUCTION,141007.03,Sean Casten,IL,6,Democrat,1706
C001117,RENT  COMMUNICATION  UTILITIES,102343.8,Sean Casten,IL,6,Democrat,1706
C001117,SUPPLIES AND MATERIALS,26357.05,Sean Casten,IL,6,Democrat,1706
C001117,TRAVEL,10004.46,Sean Casten,IL,6,Democrat,1706
D000096,EQUIPMENT,13152.66,Danny K. Davis,IL,7,Democrat,1707
D000096,FRANKED MAIL,-5.2,Danny K. Davis,IL,7,Democrat,1707
D000096,OTHER SERVICES,22845.44,Danny K. Davis,IL,7,Democrat,1707
D000096,PERSONNEL COMPENSATION,1267388.94,Danny K. Davis,IL,7,Democrat,1707
D000096,PRINTING AND REPRODUCTION,737.31,Danny K. Davis,IL,7,Democrat,1707
D000096,RENT  COMMUNICATION  UTILITIES,72556.44,Danny K. Davis,IL,7,Democrat,1707
D000096,SUPPLIES AND MATERIALS,9314.94,Danny K. Davis,IL,7,Democrat,1707
D000096,TRAVEL,13036.43,Danny K. Davis,IL,7,Democrat,1707
K000391,EQUIPMENT,12142.66,Raja Krishnamoorthi,IL,8,Democrat,1708
K000391,FRANKED MAIL,534.05,Raja Krishnamoorthi,IL,8,Democrat,1708
K000391,OTHER SERVICES,42004.86,Raja Krishnamoorthi,IL,8,Democrat,1708
K000391,PERSONNEL COMPENSATION,1055102.8,Raja Krishnamoorthi,IL,8,Democrat,1708
K000391,PRINTING AND REPRODUCTION,28170.84,Raja Krishnamoorthi,IL,8,Democrat,1708
K000391,RENT  COMMUNICATION  UTILITIES,99272.03,Raja Krishnamoorthi,IL,8,Democrat,1708
K000391,SUPPLIES AND MATERIALS,37386.57,Raja Krishnamoorthi,IL,8,Democrat,1708
K000391,TRANSPORTATION OF THINGS,12,Raja Krishnamoorthi,IL,8,Democrat,1708
K000391,TRAVEL,15994.91,Raja Krishnamoorthi,IL,8,Democrat,1708
S001145,EQUIPMENT,14881.81,Janice D. Schakowsky,IL,9,Democrat,1709
S001145,FRANKED MAIL,920.79,Janice D. Schakowsky,IL,9,Democrat,1709
S001145,OTHER SERVICES,50251.98,Janice D. Schakowsky,IL,9,Democrat,1709
S001145,PERSONNEL COMPENSATION,1253333.18,Janice D. Schakowsky,IL,9,Democrat,1709
S001145,PRINTING AND REPRODUCTION,598.5,Janice D. Schakowsky,IL,9,Democrat,1709
S001145,RENT  COMMUNICATION  UTILITIES,81462.13,Janice D. Schakowsky,IL,9,Democrat,1709
S001145,SUPPLIES AND MATERIALS,30804.43,Janice D. Schakowsky,IL,9,Democrat,1709
S001145,TRAVEL,5727.28,Janice D. Schakowsky,IL,9,Democrat,1709
S001190,EQUIPMENT,11762.32,Bradley Scott Schneider,IL,10,Democrat,1710
S001190,FRANKED MAIL,23608.63,Bradley Scott Schneider,IL,10,Democrat,1710
S001190,OTHER SERVICES,26723.73,Bradley Scott Schneider,IL,10,Democrat,1710
S001190,PERSONNEL COMPENSATION,1104544.05,Bradley Scott Schneider,IL,10,Democrat,1710
S001190,PRINTING AND REPRODUCTION,60599.72,Bradley Scott Schneider,IL,10,Democrat,1710
S001190,RENT  COMMUNICATION  UTILITIES,122222.51,Bradley Scott Schneider,IL,10,Democrat,1710
S001190,SUPPLIES AND MATERIALS,9861.26,Bradley Scott Schneider,IL,10,Democrat,1710
S001190,TRAVEL,11071.34,Bradley Scott Schneider,IL,10,Democrat,1710
F000454,EQUIPMENT,7942.2,Bill Foster,IL,11,Democrat,1711
F000454,FRANKED MAIL,191.33,Bill Foster,IL,11,Democrat,1711
F000454,OTHER SERVICES,25988.18,Bill Foster,IL,11,Democrat,1711
F000454,PERSONNEL COMPENSATION,1089273.34,Bill Foster,IL,11,Democrat,1711
F000454,PRINTING AND REPRODUCTION,131.3,Bill Foster,IL,11,Democrat,1711
F000454,RENT  COMMUNICATION  UTILITIES,90529.77,Bill Foster,IL,11,Democrat,1711
F000454,SUPPLIES AND MATERIALS,26939.57,Bill Foster,IL,11,Democrat,1711
F000454,TRAVEL,8876.76,Bill Foster,IL,11,Democrat,1711
B001295,EQUIPMENT,4694,Mike Bost,IL,12,Republican,1712
B001295,FRANKED MAIL,42068.08,Mike Bost,IL,12,Republican,1712
B001295,OTHER SERVICES,54563.5,Mike Bost,IL,12,Republican,1712
B001295,PERSONNEL COMPENSATION,862500.02,Mike Bost,IL,12,Republican,1712
B001295,PRINTING AND REPRODUCTION,41321.58,Mike Bost,IL,12,Republican,1712
B001295,RENT  COMMUNICATION  UTILITIES,89362.72,Mike Bost,IL,12,Republican,1712
B001295,SUPPLIES AND MATERIALS,11814.69,Mike Bost,IL,12,Republican,1712
B001295,TRAVEL,34779.33,Mike Bost,IL,12,Republican,1712
D000619,EQUIPMENT,13051.61,Rodney Davis,IL,13,Republican,1713
D000619,FRANKED MAIL,67988.4,Rodney Davis,IL,13,Republican,1713
D000619,OTHER SERVICES,47315.67,Rodney Davis,IL,13,Republican,1713
D000619,PERSONNEL COMPENSATION,931772.32,Rodney Davis,IL,13,Republican,1713
D000619,PRINTING AND REPRODUCTION,95030.42,Rodney Davis,IL,13,Republican,1713
D000619,RENT  COMMUNICATION  UTILITIES,96175.67,Rodney Davis,IL,13,Republican,1713
D000619,SUPPLIES AND MATERIALS,40973.51,Rodney Davis,IL,13,Republican,1713
D000619,TRAVEL,32160.48,Rodney Davis,IL,13,Republican,1713
H001059,OTHER SERVICES,2389.89,Randy Hultgren,IL,14,Republican,1714
U000040,EQUIPMENT,33322.08,Lauren Underwood,IL,14,Democrat,1714
U000040,FRANKED MAIL,40793.08,Lauren Underwood,IL,14,Democrat,1714
U000040,OTHER SERVICES,43451.72,Lauren Underwood,IL,14,Democrat,1714
U000040,PERSONNEL COMPENSATION,1177210.27,Lauren Underwood,IL,14,Democrat,1714
U000040,PRINTING AND REPRODUCTION,54671.37,Lauren Underwood,IL,14,Democrat,1714
U000040,RENT  COMMUNICATION  UTILITIES,93984.83,Lauren Underwood,IL,14,Democrat,1714
U000040,SUPPLIES AND MATERIALS,52049.36,Lauren Underwood,IL,14,Democrat,1714
U000040,TRAVEL,15492.55,Lauren Underwood,IL,14,Democrat,1714
S000364,EQUIPMENT,17900.22,John Shimkus,IL,15,Republican,1715
S000364,FRANKED MAIL,2726.73,John Shimkus,IL,15,Republican,1715
S000364,OTHER SERVICES,47252.4,John Shimkus,IL,15,Republican,1715
S000364,PERSONNEL COMPENSATION,1282744.3,John Shimkus,IL,15,Republican,1715
S000364,PRINTING AND REPRODUCTION,234.95,John Shimkus,IL,15,Republican,1715
S000364,RENT  COMMUNICATION  UTILITIES,74083.92,John Shimkus,IL,15,Republican,1715
S000364,SUPPLIES AND MATERIALS,4452.07,John Shimkus,IL,15,Republican,1715
S000364,TRAVEL,13317.35,John Shimkus,IL,15,Republican,1715
K000378,EQUIPMENT,4302.41,Adam Kinzinger,IL,16,Republican,1716
K000378,FRANKED MAIL,23098.11,Adam Kinzinger,IL,16,Republican,1716
K000378,OTHER SERVICES,25920,Adam Kinzinger,IL,16,Republican,1716
K000378,PERSONNEL COMPENSATION,1169103.74,Adam Kinzinger,IL,16,Republican,1716
K000378,PRINTING AND REPRODUCTION,23845.42,Adam Kinzinger,IL,16,Republican,1716
K000378,RENT  COMMUNICATION  UTILITIES,122429.2,Adam Kinzinger,IL,16,Republican,1716
K000378,SUPPLIES AND MATERIALS,31444.07,Adam Kinzinger,IL,16,Republican,1716
K000378,TRAVEL,21501.13,Adam Kinzinger,IL,16,Republican,1716
B001286,EQUIPMENT,17727.4,Cheri Bustos,IL,17,Democrat,1717
B001286,FRANKED MAIL,10627.54,Cheri Bustos,IL,17,Democrat,1717
B001286,OTHER SERVICES,60898.05,Cheri Bustos,IL,17,Democrat,1717
B001286,PERSONNEL COMPENSATION,1099580.05,Cheri Bustos,IL,17,Democrat,1717
B001286,PRINTING AND REPRODUCTION,6251.85,Cheri Bustos,IL,17,Democrat,1717
B001286,RENT  COMMUNICATION  UTILITIES,112077.15,Cheri Bustos,IL,17,Democrat,1717
B001286,SUPPLIES AND MATERIALS,40388.94,Cheri Bustos,IL,17,Democrat,1717
B001286,TRAVEL,18247.23,Cheri Bustos,IL,17,Democrat,1717
L000585,EQUIPMENT,35289.71,Darin LaHood,IL,18,Republican,1718
L000585,FRANKED MAIL,18488.18,Darin LaHood,IL,18,Republican,1718
L000585,OTHER SERVICES,46401.25,Darin LaHood,IL,18,Republican,1718
L000585,PERSONNEL COMPENSATION,933022.41,Darin LaHood,IL,18,Republican,1718
L000585,PRINTING AND REPRODUCTION,27715.68,Darin LaHood,IL,18,Republican,1718
L000585,RENT  COMMUNICATION  UTILITIES,127738.94,Darin LaHood,IL,18,Republican,1718
L000585,SUPPLIES AND MATERIALS,46886.39,Darin LaHood,IL,18,Republican,1718
L000585,TRAVEL,15234.56,Darin LaHood,IL,18,Republican,1718
V000108,EQUIPMENT,11007.9,Peter J. Visclosky,IN,1,Democrat,1801
V000108,FRANKED MAIL,18244.53,Peter J. Visclosky,IN,1,Democrat,1801
V000108,OTHER SERVICES,50162.58,Peter J. Visclosky,IN,1,Democrat,1801
V000108,PERSONNEL COMPENSATION,1191354.94,Peter J. Visclosky,IN,1,Democrat,1801
V000108,PRINTING AND REPRODUCTION,275.85,Peter J. Visclosky,IN,1,Democrat,1801
V000108,RENT  COMMUNICATION  UTILITIES,93508.86,Peter J. Visclosky,IN,1,Democrat,1801
V000108,SUPPLIES AND MATERIALS,31771.45,Peter J. Visclosky,IN,1,Democrat,1801
V000108,TRAVEL,12665.05,Peter J. Visclosky,IN,1,Democrat,1801
W000813,EQUIPMENT,7864.56,Jackie Walorski,IN,2,Republican,1802
W000813,FRANKED MAIL,56252.4,Jackie Walorski,IN,2,Republican,1802
W000813,OTHER SERVICES,34944.03,Jackie Walorski,IN,2,Republican,1802
W000813,PERSONNEL COMPENSATION,988950.73,Jackie Walorski,IN,2,Republican,1802
W000813,PRINTING AND REPRODUCTION,81747.37,Jackie Walorski,IN,2,Republican,1802
W000813,RENT  COMMUNICATION  UTILITIES,51846.58,Jackie Walorski,IN,2,Republican,1802
W000813,SUPPLIES AND MATERIALS,42940.81,Jackie Walorski,IN,2,Republican,1802
W000813,TRAVEL,17302.16,Jackie Walorski,IN,2,Republican,1802
